Domain,Name,Privacy Policy,Category,Opt-Out Method,Opt Out URL,Email,Address,Phone Number,Location,Data Broker Affiliation,URL,Spurce URL,In Main List?
strategicinfo.com,Strategic Information Resources,https://strategicinfo.com/wp-content/uploads/SIR_Privacy_Statement-Jan2016.pdf,Identity Verification Services,Unclear,,jdrziak@strategicinfo.com,"59 Bobala RdHolyoke, MA 01040United States",(800) 332-9479;x,Massachusetts,Unknown,https://www.strategicinfo.com,https://privacyrights.org/data-brokers/strategic-information-resources,TRUE
ihsmarkit.com,Ihs Markit,https://ihsmarkit.com/Legal/privacy.html,Marketing Data Broker,Unclear,,bruce.noll@ihsmarkit.com,"26533 Evergreen, Ste. 1100Southfield, MI 48076United States",(609) 602-0631,Michigan,Unknown,https://ihsmarkit.com/,https://privacyrights.org/data-brokers/ihs-markit,TRUE
lead.co,"The Lead Company, Inc.",https://lead.co/privacy/,Marketing Data Broker,Yes - by email,,dave@lead.co,"6757 Cascade Road SE, #205Grand Rapids, MI 49546United States",(888) 9-LEADCO,Michigan,Unknown,https://lead.co/,https://privacyrights.org/data-brokers/lead-company-inc,TRUE
700credit.com,"Open Dealer Exchange, Llc Dba 700 Credit, Llc",https://www.700credit.com/privacy-policy/,Vague,Unclear,,JBALBOA@OPENDEALEREXCHANGE.COM,"31440 Northwestern Hwy., SUITE 250Farmington Hills, MI 48334United States",(313) 749-0982,Michigan,Unknown,https://www.700credit.com,https://privacyrights.org/data-brokers/open-dealer-exchange-llc-dba-700-credit-llc,FALSE
blockshopper.com,Blockshopper,https://blockshopper.com/privacy-policy,Vague,Unclear,,,"1215 Fern Ridge Parkway, Suite 216Creve Coeur, MO 63141United States",(314) 485-4882,Missouri,Unknown,https://blockshopper.com/,https://privacyrights.org/data-brokers/blockshopper,FALSE
mchdata.com,"Mch, Inc. (Dba: Mch Strategic Data)",https://mchdata.com/privacy-policy/,Marketing Data Broker,Yes - by email,,peterlong@mchdata.com,"601 East Marshall Street, PO Box 295, Sweet Springs, MO, , USASweet Springs, MO 65351United States",(800) 776-6373,Missouri,Unknown,https://www.mchdata.com,https://privacyrights.org/data-brokers/mch-inc-dba-mch-strategic-data,TRUE
theworknumber.com,Talx Corporation,https://www.theworknumber.com/privacy-policy/,Identity Verification Services,Unclear,,vtinquiries@equifax.com,"3470 Rider Trail, South, Suite 337Earth City, MO 63045United States",(303)893-8600,Missouri,"Equifax,",https://www.theworknumber.com,https://privacyrights.org/data-brokers/talx-corporation,TRUE
databaseusa.com,Databaseusa.Com Llc,https://databaseusa.com/index.php/privacy-policy/,Marketing Data Broker,Yes - by email,,consult@databaseusa.com; alex.elliott@databaseusallc.com,"11211 JOHN GALT BLVD, OMAHA, NVUnited States",,Nebraska,Unknown,https://databaseusa.com/,https://privacyrights.org/data-brokers/databaseusacom-llc,TRUE
firstdirectmarketing.com,"First Direct, Inc. And Its Subsidiaries/Affiliates",https://www.firstdirectmarketing.com/privacy-policy/,Marketing Data Broker,Yes - by email,,joel@firstdirectmarketing.com; sales@firstdirectmarketing.com,"1508 J F Kennedy Dr, Suite 103Bellevue, NE 68005United States",,Nebraska,Unknown,https://www.firstdirectmarketing.com,https://privacyrights.org/data-brokers/first-direct-inc-and-its-subsidiariesaffiliates,TRUE
infogroup.com,Infogroup Inc.,https://www.infogroup.com/privacy-policy,Marketing Data Broker,Yes - by email,,privacyteam@infogroup.com,"1020 E. 1st StreetPapillion, NE 68046United States",(972) 715-5436,Nebraska,Unknown,https://www.infogroup.com,https://privacyrights.org/data-brokers/infogroup-inc,TRUE
dataxltd.com,Datax Ltd,http://dataxltd.com/privacy-policy/,Identity Verification Services,Unclear,,vtinquiries@equifax.com,"325 E Warm Springs Rd, Suite 202Las Vegas, NV 89119United States",,Nevada,"Equifax,",http://dataxltd.com/,https://privacyrights.org/data-brokers/datax-ltd,TRUE
ucc411.com,Ucc411,http://www.ucc411.com/privacy-policy.aspx,Undetermined,Unclear,,info@andersonadvisors.com,"3225 MCLEOD DRIVE #110Las Vegas, NV 89121United States",800.706.4741,Nevada,Unknown,http://www.ucc411.com,https://privacyrights.org/data-brokers/ucc411,FALSE
sortedbybirthdate.com,Sorted By Birthdate.Com,http://sortedbybirthdate.com/privacy.html,People Search,No,,webmaster@oklavoters.com,"67 technology WayNashua , NH 03060United States",,New Hampshire,Unknown,http://sortedbybirthdate.com,https://privacyrights.org/data-brokers/sorted-birthdatecom,FALSE
sortedbyname.com,Sorted By Name,http://sortedbyname.com/privacy.html,People Search,No,,webmaster@oklavoters.com,"67 technology WayNashua , NH 03060United States",,New Hampshire,Unknown,http://sortedbyname.com/,https://privacyrights.org/data-brokers/sorted-name,TRUE
easybackgrounds.com,Easybackgrounds.Com,https://www.easybackgrounds.com/privacy-policy,Identity Verification Services,No,,WSep@ghrr.com,"P.O. Box 952Newfields, NH 03856United States",,New Hampshire,Unknown,http://www.easybackgrounds.com/about/privacy/,https://privacyrights.org/data-brokers/easybackgroundscom,FALSE
plmrkg.com,Plural Marketing Solutions Inc.,,undefined,Unclear,Unknown,george@plmrkg.com,"275 RT 10 E, STE 220-105Succasunna, NJ 07876United States",(201) 232-2573,New Jersey,,http://plmrkg.com/,https://privacyrights.org/data-brokers/plural-marketing-solutions-inc,TRUE
alc.com,"Alc, Inc.",https://www.alc.com/privacy-policy/,Marketing Data Broker,Unclear,,sherry.booles@alc.com,"750 College Road East, Suite 201Princeton, NJ 08540United States",501-240-6049,New Jersey,Acxiom,https://www.alc.com/,https://privacyrights.org/data-brokers/alc-inc,TRUE
verisk.com,"Insurance Services Office, Inc.",https://www.verisk.com/privacy-trademarks-use/iso-online-privacy-notice/,Vague,Unclear,,jvolk@verisk.com; info@verisk.com,"545 Washington BlvdJersey City, NJ 07310United States",,New Jersey,Verispy,https://www.verisk.com,https://privacyrights.org/data-brokers/insurance-services-office-inc,TRUE
verisk.com,"Iso Services, Inc.",https://www.verisk.com/privacy-trademarks-use/iso-online-privacy-notice/,Vague,No,,jvolk@verisk.com; support@iix.com,"545 Washington BlvdJersey City, NJ 07310United States",,New Jersey,Verispy,https://www.verisk.com/insurance/brands/iix/,https://privacyrights.org/data-brokers/iso-services-inc,TRUE
aslmarketing.com,Asl Marketing Inc,http://aslmarketing.com/privacy-policy/,Marketing Data Broker,No,,info@aslmarketing.com; privacy@aslmarketing.com,"500 Bi County Blvd, Suite 460Farmingdale, NY 11735United States",,New York,Unknown,http://aslmarketing.com/,https://privacyrights.org/data-brokers/asl-marketing-inc,FALSE
dataamerica.com,Dataamerican.Com,http://www.dataamerica.com/pages/privacy-policy/,Marketing Data Broker,No,,info@dataamerica.com,"401 Franklin Avenue, Suite # 102A Garden City, NY 11530United States",855-755-(3282),New York,Unknown,http://www.dataamerica.com/,https://privacyrights.org/data-brokers/dataamericancom,FALSE
drobu.com,Drobu Media Llc,,undefined,No,Unknown,Dblackman@drobu.com,"300 E. 56TH ST. Ste. 31HNew York, NY 10022United States",(917) 232-8867,New York,,http://www.drobu.com/,https://privacyrights.org/data-brokers/drobu-media-llc,FALSE
kgbpeople.com,Kgbpeople,http://www.kgbpeople.com/privacy-policy,Vague,No,,accounts@kgb.com,"750 Lexington Avenue 9th FloorNew York, NY 10022United States",212 909 8282,New York,Unknown,http://www.kgbpeople.com,https://privacyrights.org/data-brokers/kgbpeople,TRUE
locatefamily.com,Locatefamily.Com,http://www.locatefamily.com/privacy_policy.html,People Search,Unclear,,,"350 Main StreetBuffalo, NY 14202United States",1 (302) 223-5135,New York,Unknown,http://www.locatefamily.com,https://privacyrights.org/data-brokers/locatefamilycom,FALSE
applecart.co,Project Applecart Llc,,No,Unknown,,matt@applecart.co,"234 W 39th Street, 5th FloorNew York, NY 10018United States",(267) 348-4158,New York,Unknown,https://www.applecart.co/,https://privacyrights.org/data-brokers/project-applecart-llc,FALSE
beenverified.com,"Beenverified, Inc. And Its Subsidiaries/Affiliates",https://www.beenverified.com/faq/privacy/,People Search,Yes - by email,,support@beenverified.com,"48 West 38th Street, 8th FloorNew York,, NY 10018United States",(888) 579-5910,New York,Peopleconnect,https://www.beenverified.com/,https://privacyrights.org/data-brokers/beenverified-inc-and-its-subsidiariesaffiliates,TRUE
belardiwong.com,Belardi Ostroy Alc Llc/ Belardi Wong,https://www.belardiwong.com/privacypolicy,Marketing Data Broker,Unclear,,sherry.booles@alc.com; privacy.officer@belardiwong.com,"39 Broadway, 32nd FloorNew York, NY 10006United States",,New York,Acxiom,https://www.belardiwong.com/,https://privacyrights.org/data-brokers/belardi-ostroy-alc-llc-belardi-wong,TRUE
blackknightinc.com,"Black Knight Data & Analytics, Llc",https://www.blackknightinc.com/privacy-notice/,Marketing Data Broker,No,,corporatecompliance@bkfs.com,"601 Riverside AvenueJacksonville, FL 32204United States",904.854.5100,New York,Unknown,https://www.blackknightinc.com,https://privacyrights.org/data-brokers/black-knight-data-analytics-llc,FALSE
sterlingcheck.com,Sterling,https://www.sterlingcheck.com/about/privacy/,Marketing Data Broker,No,,privacy@sterlingts.com,"1 State Street Plaza New York, NY New York, NY 10004United States",800-899-2272,New York,Unknown,https://www.sterlingcheck.com/,https://privacyrights.org/data-brokers/sterling,FALSE
towerdata.com,"Towerdata, Inc.",https://www.towerdata.com/privacy-policy,Marketing Data Broker,No,,tburke@towerdata.com,"33 Irving Place, 3rd FloorNew York, NY 10003United States",1-646-742-1771,New York,Unknown,https://www.towerdata.com/,https://privacyrights.org/data-brokers/towerdata-inc,TRUE
govarrestrecords.org,Govarrestrecords.Org,http://www.govarrestrecords.org/privacy.html,People Search,No,,,"142 Cedar St, Mooresville, NC 28115United States",,North Carolina,Unknown,http://www.govarrestrecords.org/,https://privacyrights.org/data-brokers/govarrestrecordsorg,FALSE
revealmobile.com,Reveal Mobile Inc,https://revealmobile.com/privacy/,Marketing Data Broker,Yes - by email,,andy@revealmobile.com,"3344 Hillsborough St, Suite 200Raleigh, NC 27607United States",,North Carolina,Unknown,http://www.revealmobile.com,https://privacyrights.org/data-brokers/reveal-mobile-inc,TRUE
nationalbackgroundcheck.com,National Background Check,http://www.nationalbackgroundcheck.com/privacy.htm,Identity Verification Services,No,,contactus@nationalbackgroundcheck.com,"4140 Executive Parkway, Suite 119Westerville, OH 43081United States",614.457.8900,Ohio,Unknown,http://www.nationalbackgroundcheck.com,https://privacyrights.org/data-brokers/national-background-check,FALSE
amrent.com,"Amrent, Inc.",https://www.amrent.com/privacy_policy.html,People Search,No,,Legal@CBC-Companies.com; Anna.Lou@CBC-Companies.com,"250 East Broad StreetColumbus, OH 43215United States",,Ohio,Unknown,https://www.amrent.com/,https://privacyrights.org/data-brokers/amrent-inc,FALSE
cbcinnovis.com,"Cbcinnovis, Inc.",https://www.cbcinnovis.com/privacy.html,Identity Verification Services,No,,cbcservices@cbcinnovis.com,"250 East Broad StreetColumbus, OH 43215United States",,Ohio,Unknown,https://www.cbcinnovis.com/,https://privacyrights.org/data-brokers/cbcinnovis-inc,FALSE
dataverify.com,"Automation Research, Inc. D/B/A Dataverify",https://www.dataverify.com/content/privacy.htm,Identity Verification Services,No,,Sue.Temple@CBC-Companies.com; Legal@CBC-Companies.com,"250 East Broad StreetColumbus, OH 43215United States",,Ohio,Unknown,https://www.dataverify.com/content/,https://privacyrights.org/data-brokers/automation-research-inc-dba-dataverify,FALSE
intellicorp.net,"Intellicorp Records, Inc.",http://www.intellicorp.net/marketing/PrivacyPolicy.aspx,Identity Verification Services,Unclear,,jvolk@verisk.com; compliance@intellicorp.net,"3000 Auburn Drive, Suite 410Beachwood, OH 44122United States",,Ohio,Verispy,https://www.intellicorp.net/marketing,https://privacyrights.org/data-brokers/intellicorp-records-inc,TRUE
martin-data.com,Martin Data Llc,,undefined,Unclear,,mrichard@usinfosearch.com,"735 Taylor Rd. STE 220Columbus, OH 43230United States",2165717694,Ohio,Peopleconnect,https://www.martin-data.com,https://privacyrights.org/data-brokers/martin-data-llc,FALSE
openonline.com,Openonline,http://www.openonline.com/Home/About-Us/Privacy-Statement.aspx,Identity Verification Services,Unclear,,compliance@openonline.com,"1650 Lake Shore DriveColumbus, OH 43204United States",614.481.6999,Ohio,Unknown,https://www.openonline.com/,https://privacyrights.org/data-brokers/openonline,TRUE
businessprofiles.com,Business Profiles,http://businessprofiles.com/privacy,Vague,Unclear,,,"P.O. Box 22475Oklahoma City, OK 73123United States",402-537-6176,Oklahoma,Unknown,https://businessprofiles.com/,https://privacyrights.org/data-brokers/business-profiles,FALSE
public-record-site.com,Public Record Site,http://www.public-record-site.com/privacy-policy.htm,Vague,No,,privacy@1and1.com,"701 Lee Road Suite 300Chesterbrook , PA 19087United States",,Pennsylvania,Unknown,http://www.public-record-site.com/,https://privacyrights.org/data-brokers/public-record-site,FALSE
hireright.com,General Information Solutions Llc,https://www.hireright.com/legal/privacy-policy,Identity Verification Services,No,,kristin.jones@hireright.com,"917 Chapin RoadChapin, SC 29036United States",,South Carolina,Unknown,https://www.hireright.com/ ; www.geninfo.com,https://privacyrights.org/data-brokers/general-information-solutions-llc,FALSE
ciccredit.com,Cic Mortgage Credit Inc.,https://www.ciccredit.com/information-security-policy-and-guideline/,Identity Verification Services,No,,CTHOMAS@CICCREDIT.COM,"327 Caldwell Drive, Suite 100Goodlettsville, TN 37072United States",615-386-2282,Tennessee,Unknown,https://www.ciccredit.com,https://privacyrights.org/data-brokers/cic-mortgage-credit-inc,FALSE
datafacts.com,"Data Facts, Inc.",https://www.datafacts.com/company-information-privacy-policy,Vague,Unclear,,johnna@datafacts.com,"PO Box 4276, Cordova, TN 38088United States",(901) 685-7599,Tennessee,Unknown,https://www.datafacts.com/,https://privacyrights.org/data-brokers/data-facts-inc,TRUE
datafacts.com,"Data Facts, Inc.",https://www.datafacts.com/company-information-privacy-policy,Vague,Unclear,,johnna@datafacts.com,"PO Box 4276, Cordova, TN 38088United States",(901) 685-7599,Tennessee,Unknown,https://www.datafacts.com/,https://privacyrights.org/data-brokers/data-facts-inc-0,TRUE
allwebleads.com,All Web Leads Inc,http://www.allwebleads.com/privacy,Marketing Data Broker,Unclear,,onlineops@allwebleads.com,"7300 FM 2222, Building 2, Suite 100Austin, TX 78730United States",888-522-7355,Texas,Unknown,http://allwebleads.com,https://privacyrights.org/data-brokers/all-web-leads-inc,TRUE
nctue.com,"National Consumer Telecom & Utilities Exchange, Inc.",http://www.nctue.com/terms-of-use,Identity Verification Services,No,,admin@nctue.com,751 Plaza BlvdTX 75019United States,1-866-349-5185,Texas,Unknown,http://www.nctue.com/,https://privacyrights.org/data-brokers/national-consumer-telecom-utilities-exchange-inc,FALSE
activeintel.com,Active Intel Investigations Llc,,undefined,No,,,"5080 Spectrum Drive Suite 1000 EastAddison, TX 75001United States",18442483440,Texas,Unknown,https://activeintel.com,https://privacyrights.org/data-brokers/active-intel-investigations-llc,FALSE
modernize.com,"Modernize, Inc.",https://modernize.com/privacy,Vague,Unclear,,accounting@modernize.com; support@modernize.com,"804 Congress Ave, Suite 400Austin, TX 78701United States",,Texas,Unknown,https://modernize.com/,https://privacyrights.org/data-brokers/modernize-inc,TRUE
backgroundchecks.com,Backgroundchecks.Com Llc,https://www.backgroundchecks.com/privacypolicy,Identity Verification Services,Unclear,,cklafehn@backgroundchecks.com; kristin.jones@hireright.com,"12770 Coit Road, Suite 300Dallas, TX 75251United States",,Texas,Unknown,https://www.backgroundchecks.com,https://privacyrights.org/data-brokers/backgroundcheckscom-llc,TRUE
corelogic.com,"Corelogic Background Data, Llc.",https://www.corelogic.com/privacy.aspx,Marketing Data Broker,No,,dghazaleh@corelogic.com,"3001 Hackberry RdIrving, TX 75063United States",(817) 699-1734,Texas,Corelogic,https://www.corelogic.com/privacy.aspx,https://privacyrights.org/data-brokers/corelogic-background-data-llc,TRUE
corelogic.com,"Rental Property Solutions, Llc",https://www.corelogic.com/privacy.aspx,Marketing Data Broker,No,,dghazaleh@corelogic.com,"3001 Hackberry RdIrving, TX 75063United States",(817) 699-1734,Texas,Corelogic,https://www.corelogic.com/privacy.aspx,https://privacyrights.org/data-brokers/rental-property-solutions-llc,TRUE
corelogic.com,"Corelogic Screening Services, Llc",https://www.corelogic.com/privacy.aspx,Vague,No,,dghazaleh@corelogic.com,"3001 Hackberry RdIrving, TX 75063United States",(817) 699-1737,Texas,Corelogic,https://www.corelogic.com/privacy.aspx,https://privacyrights.org/data-brokers/corelogic-screening-services-llc,TRUE
jverify.com,"Jverify, Inc.",,undefined,Yes - by email,,stephen@jverify.com; admin@jverify.com,"1001 Texas Avenue, Suite 1400Houston, TX 77002United States",(832) 866-4512,Texas,Unknown,https://www.jverify.com,https://privacyrights.org/data-brokers/jverify-inc,TRUE
superpages.com,Superpages,https://www.superpages.com/about/privacy.html,Marketing Data Broker,Unclear,,,"2200 West Airfield Drive P.O. Box 619810 Airport, TX 75261United States",800-446-6536,Texas,Unknown,https://www.superpages.com/,https://privacyrights.org/data-brokers/superpages,FALSE
verisk.com,"Iso Claims Services, Inc.",https://www.verisk.com/privacy-trademarks-use/iso-online-privacy-notice/,Vague,No,,jvolk@verisk.com; support@iix.com; support@iix.com,"1716 Briarcrest Drive, Suite 200Bryan, TX 77802United States",,Texas,Verispy,https://www.verisk.com/insurance/brands/iix/,https://privacyrights.org/data-brokers/iso-claims-services-inc,TRUE
nelists.com,"New England List Services, Inc.",,undefined,Yes - by email,,dave@nelists.com,"171 Mountain View RdDanville, VT 05828United States",802-684-1179,Vermont,Unknown,https://nelists.com/,https://privacyrights.org/data-brokers/new-england-list-services-inc,TRUE
valassis.com,"Valassis Direct Mail, Inc",https://www.valassis.com/about-us/privacy-policy,Marketing Data Broker,No,,datalicensing@valassis.com,"235 Great Pond DriveWindsor, VTUnited States",1-800-437-0479,Vermont,Unknown,https://www.valassis.com/,https://privacyrights.org/data-brokers/valassis-direct-mail-inc,TRUE
sterlingd.com,Sterling Data Llc,,undefined,Yes - by email,,info@sterlingd.com,"1801 Crystal Drive, Apt 206Arlington, VA 22202United States",(703) 955 1540,Virginia,Unknown,http://www.sterlingd.com/,https://privacyrights.org/data-brokers/sterling-data-llc,TRUE
knowwho.com,"Knowwho, Inc.",https://kw1.knowwho.com/service/privacy/,Vague,Yes - by email,,bbrownson@knowwho.com,"PO Box 62Mount Vernon,, VA 22121United States",,Virginia,Unknown,https://kw1.knowwho.com/,https://privacyrights.org/data-brokers/knowwho-inc,TRUE
i-360.com,"I360, Llc",https://www.i-360.com/privacy-policy/,Marketing Data Broker,Unclear,,info@i-360.com,"PO BOX 663, ARLINGTON, VA 22216United States",,Virginia,Unknown,https://www.i-360.com/,https://privacyrights.org/data-brokers/i360-llc,TRUE
studentclearinghouse.org,National Student Clearinghouse,https://studentclearinghouse.org/about/our-privacy-commitment/,Vague,Unclear,,legal@studentclearinghouse.org,"2300 Dulles Station Blvd, Suite 220Herndon, VA 20171United States",703.742.4200,Virginia,Unknown,https://www.studentclearinghouse.org,https://privacyrights.org/data-brokers/national-student-clearinghouse,TRUE
addresses.com,Addresses.Com,http://www.peopleconnect.us/privacy,People Search,No,,,"Seattle, WA 98101United States",,Washington,Peopleconnect,http://www.addresses.com/,https://privacyrights.org/data-brokers/addressescom,TRUE
compactlists.com,Compact Information Systems,http://www.compactlists.com/privacy-policy.html,Marketing Data Broker,Unclear,,pei@compactlists.com,"7120 185th Ave NE, Ste 150Redmond, WA 98052United States",,Washington,Unknown,http://www.compactlists.com/,https://privacyrights.org/data-brokers/compact-information-systems,TRUE
detectiveunlimited.com,"""Ultimatewhitepages """,http://www.detectiveunlimited.com/privacy-policy.html,People Search,No,,webmaster@ultimatewhitepages.org,"9633 Market Pl Unit #201Lake Stevens, WA 98258United States",7029707112,Washington,Whitepages,http://www.detectiveunlimited.com,https://privacyrights.org/data-brokers/ultimatewhitepages,FALSE
detectiveunlimited.com,Ultimatewhitepages,http://www.detectiveunlimited.com/privacy-policy.html,People Search,No,,webmaster@ultimatewhitepages.org,"9633 Market Pl Unit #201Lake Stevens, WA 98258United States",7029707112,Washington,Whitepages,http://www.detectiveunlimited.com,https://privacyrights.org/data-brokers/ultimatewhitepages-0,FALSE
easybackgroundchecks.com,Easy Background Check,,undefined,No,,,"Seattle, WA 98101United States",,Washington,Peopleconnect,http://www.easybackgroundchecks.com,https://privacyrights.org/data-brokers/easy-background-check,TRUE
snoopstation.com,Snoopstation.Com/,http://www.snoopstation.com/privacy.php,People Search,No,,privacy@peopleconnect.us,"500 108th Ave NE Ste 1660Bellevue, WA 98004United States",(206) 301-5800 ;,Washington,Peopleconnect,http://www.snoopstation.com,https://privacyrights.org/data-brokers/snoopstationcom,FALSE
assurance.com,"Assurance Iq,Inc.",https://assurance.com/privacy-policy,Marketing Data Broker,Yes - by email,,swenson@assurance.com,"10500 NE 8th Street, Suite 1450Bellevue, WA 98004United States",(844) 358-4700 ;,Washington,Unknown,https://assurance.com/,https://privacyrights.org/data-brokers/assurance-iqinc,TRUE
411.com,411.com,https://www.411.com/data-policy,People Search,Unclear,,support@whitepages.com,"1301 5th Avenue ste 1600Seattle, WA 98101-2625United States",2069735100,Washington,Whitepages,https://www.411.com/,https://privacyrights.org/data-brokers/411com,TRUE
L2Political.com,"L2, Inc.",,undefined,Yes - by email,,bruce.willsie@L2Political.com,"18912 North Creek Parkway, Bldg 1, Suite 201Bothell, WA 98011United States",(609) 240-2855,Washington,Unknown,https://www.L2Political.com,https://privacyrights.org/data-brokers/l2-inc,TRUE
avrickdirect.com,"Avrick Direct, Inc.",http://avrickdirect.com/?page_id=16,Marketing Data Broker,Yes - by email,,avrickdirect@avrick.com,"PO BOX 140Redmond, WA 98073United States",805.683.6551,Washington,Unknown,https://www.avrickdirect.com,https://privacyrights.org/data-brokers/avrick-direct-inc,FALSE
whitepages.com,"Whitepages, Inc.",https://www.whitepages.com/data-policy,People Search,Unclear,,support@whitepages.com,"1301 Fifth Ave, Suite 1600, Seattle, WA 98101Seattle, WA 98101United States",(800) 991-3077,Washington,Whitepages,https://www.whitepages.com/,https://privacyrights.org/data-brokers/whitepages-inc,TRUE
incheck.net,Incheck Inc,https://incheck.net/privacy-policy-pdf/,Identity Verification Services,Unclear,,abby@incheck.net,"7500 W. State St. Ste. 200Wauwatosa, WI 53213United States",(414) 316-3472,Wisconsin,Unknown,https://incheck.net/,https://privacyrights.org/data-brokers/incheck-inc,TRUE
datastreamgroup.com,"Datastream Group, Inc.",http://datastreamgroup.com/privacy-policy/,undefined,Unclear,,er@datastreamgroup.com,"1085 Business LaneNaples, FL 34110United States",239-260-1566,Unknown,Unknown,http://datastreamgroup.com,https://privacyrights.org/data-brokers/datastream-group-inc,TRUE
freecellsearch.com,Freecellsearch.Com,http://freecellsearch.com/privacypolicy.php,undefined,No,,support@freecellsearch.com,United States,,Unknown,Unknown,http://freecellsearch.com,https://privacyrights.org/data-brokers/freecellsearchcom,FALSE
peopleaz.org,Peopleaz.Org,http://peopleaz.org/privacy.awx,undefined,No,,,United States,,Unknown,Unknown,http://peopleaz.org/,https://privacyrights.org/data-brokers/peopleazorg,FALSE
background-check-only.com,Background-Check-Only.Com,http://www.background-check-only.com/privacy-policy.htm,undefined,No,,,United States,,Unknown,Unknown,http://www.background-check-only.com/,https://privacyrights.org/data-brokers/background-check-onlycom,FALSE
bcint.com,Background Check International (Bci),,undefined,Unknown,,kit@bcint.com,,951-691-1088,Unknown,United States,http://www.bcint.com,https://privacyrights.org/data-brokers/background-check-international-bci,FALSE
inteligator.com,Inteligator,http://www.inteligator.com/home/privacy.php,undefined,Unclear,,,United States,,Unknown,Accucom,http://www.inteligator.com/home/terms.php,https://privacyrights.org/data-brokers/inteligator,FALSE
marriagerecords.org,Marriage Records,http://www.marriagerecords.org/index.php?xpath=privacy,undefined,Unclear,,privacy@cisnationwide.com,"P.O. Box 990142Boston, MA 02117United States",800-309-9352,Unknown,Accucom,http://www.marriagerecords.org/,https://privacyrights.org/data-brokers/marriage-records,TRUE
mocavo.com,Mocavo Inc.,http://www.mocavo.com/privacy,undefined,Unclear,,privacy@findmypast.co.uk; support@findmypast.com,Wycliffe House Water Lane WilmslowCheshireSK9 5AFUnited Kingdom,,Unknown,Unknown,http://www.mocavo.com/terms,https://privacyrights.org/data-brokers/mocavo-inc,FALSE
publicarrestrecords.org,Public Arrest Records,http://www.publicarrestrecords.org/privacy-policy-terms-of-use/,undefined,Yes - by email,,,United States,,Unknown,Verispy,http://www.publicarrestrecords.org,https://privacyrights.org/data-brokers/public-arrest-records,FALSE
publicrecordssearchonline.org,Publicrecordssearchonline.Org,https://publicrecordssearchonline.org/privacy/,undefined,No,,contact@publicrecordssearchonline.org,United States,,Unknown,Accucom,http://www.publicrecordssearchonline.org,https://privacyrights.org/data-brokers/publicrecordssearchonlineorg,FALSE
tenantdetective.com,Tenant Detective,http://www.tenantdetective.com/privacypolicy.php,undefined,Yes - by email,,privacy@cisnationwide.com,United States,800-309-9354,Unknown,Accucom,http://www.tenantdetective.com,https://privacyrights.org/data-brokers/tenant-detective,TRUE
voterfactory.com,Voter Factory,http://www.voterfactory.com/Privacy.html,undefined,No,,help@VoterFactory.com,United States,,Unknown,Unknown,http://www.voterfactory.com,https://privacyrights.org/data-brokers/voter-factory,FALSE
yasni.com,Yasni,http://www.yasni.com/privacy,undefined,Yes - by email,,info@yasni.com; datenschutz@yasni.de,Lyoner Str. 1460528 Frankfurt Germany,,Unknown,Unknown,http://www.yasni.com,https://privacyrights.org/data-brokers/yasni,TRUE
ypstate.com,Ypstate.Com,http://www.ypstate.com/wiki/ypstate/contactus/,undefined,No,,,United States,86.40000444,Unknown,Unknown,http://www.ypstate.com/,https://privacyrights.org/data-brokers/ypstatecom,FALSE
census-info.us,Census Info Us,http://www.census-info.us/privacy,undefined,No,,,United States,,Unknown,Peopleconnect,https://census-info.us/,https://privacyrights.org/data-brokers/census-info-us,FALSE
cupidscreen.com,Cupidscreen,https://cupidscreen.com/privacy-policy/,undefined,No,,info@onlineinvestigations.com.au,PO Box 489 North Melbourne ; 3/131 Hyde StreetYarraville VIC 3013Australia,,Unknown,Whitepages,https://cupidscreen.com/,https://privacyrights.org/data-brokers/cupidscreen,FALSE
corelogic.com,Corelogic Credco Of Puerto Rico,https://www.corelogic.com/privacy.aspx,undefined,Corelogic,,dghazaleh@corelogic.com,"10277 Scripps Ranch BlvdSan Diego, CA 92131United States",,Unknown,,https://www.corelogic.com/privacy.aspx,https://privacyrights.org/data-brokers/corelogic-credco-puerto-rico,TRUE
acxiom.com,Acxiom Llc,https://acxiom.com/about-us/privacy,Marketing Data Broker,Yes - by Opt-Out Form,https://isapps.acxiom.com/optout/optout.aspx,privacy@acxiom.com,"301 East Dave Ward DriveConway, AZUnited States",,Arizona,Acxiom,https://www.acxiom.com,https://privacyrights.org/data-brokers/acxiom-llc,TRUE
socialcatfish.com,"Social Catfish, Llc",https://socialcatfish.com/faq/privacy/,People Search,Yes - by Opt-Out Form,Unknown,(844) 422-8347,"38770 Sky Canyon Drive, Suite AMurrieta, CA 92562United States",,California,Unknown,https://socialcatfish.com/,https://privacyrights.org/data-brokers/social-catfish-llc,TRUE
experian.com,"Experian Fraud Prevention Solutions, Inc.",https://www.experian.com/privacy/prod_serv_policy.html,Identity Verification Services,Yes - by Opt-Out Form,"https://privacy.a.apps.experian.com/ccpa/ , http://optout.aboutads.info/?c=2&lang=EN , https://www.ims-dm.com/cgi/optoutemps.php",nerissa.rush@experian.com,"475 Anton Blvd,Costa Mesa, CA 92626United States",,California,Experian,https://www.experian.com/rentbureau/renter-credit.html,https://privacyrights.org/data-brokers/experian-fraud-prevention-solutions-inc,TRUE
